commercial_name_en,commercial_name_ar,scientific_name,manufacturer,drug_class,route,price_egp,matched_api,n_apis_in_product
TERHEXINE SYRUP 120ML,تيرهيكسيني,BROMHEXINE+GUAIFENESIN+MENTHOL+TERBUTALINE,EUROPEAN EGYPTIAN PHARM. IND.,COUGH PRODUCTS,ORAL.LIQUID,12.0,menthol,1
TESLA  30ML MOUTH SPRAY,تيسلا موث,CHLORHEXIDINE+MENTHOL+THYME+PEPPERMINT+TEA TREE+CLOVE+EUCALYPTUS+VIT E+CHAMOMILE+PROPOLIS+SAGE+SANDAL WOOD+LEMON+SESAME+ALOEVERA+CITRIC ACID,DREAMS ELHABOBA > TRUVA PHARMACEUTICAL INDUSTRIES,ANTI SEPTIC SPRAY,UNKNOWN,38.0,menthol,1
TEVON MOUTH WASH (PEPPERMINT) 250 ML,تيفون موث واش,SODIUM LAURYL SULFATE+POLYSORBATE 20+SORBITOL+ETHANOL+THYME OIL+MENTHOL OIL,BEAUTY ITALY > EXCELLENCE PHARM,ORAL CARE,MOUTH,50.0,menthol,1
THREE ZED TOPICAL LOTION 120ML,ثري زيد,ZINC OXIDE+MENTHOL EXTRACT+GLYCERIN+C.M.C,TOP.Z PHARMA,SKIN CARE.SOOTHING,UNKNOWN,55.0,menthol,1
TIBONTED GEL 60 GM,تيبونتيد,APRICOT OIL+GLYCERIN+MENTHOL CRYSTALS+VITAMIN E,HI-CARE > PURITY PHARMA,MOISTURIZING TOPICAL,TOPICAL,18.95,menthol,1
TIGER SPRAY 25 ML,تيجير,MENTHOL+ALCOHOL+ALOE VERA+UREA+SALICYLIC ACID+METHYL PARABEN+WATER,LEADER COSMETICS > BROTHER PHARMA,PREMATURE EJACULATION,SPRAY,190.0,menthol,1
TINDER MOUTH SPRAY,تيندير موث,CHLORHEXIDINE DIGLUCONATE  SALIVA OFFICINALIS EXTRACT   TOCOPHEROL   THYMUS VULGARIS EXTRACT   EUCALYPTUS LEAF EXTRACT   MENTHOL   ZINC CHLORIDE   CITRIC ACID   PROPOLIS EXTRACT  CITRUS LEMON FRUIT,BRAND INTERNATIONAL > Q PHARM COMPANY,ORAL SPRAY ANTIFUNGAL ANTI ULCER,UNKNOWN,125.0,menthol,1
TINDER MOUTHWASH 5 FLAVOUR,تيندير 5 فلافور,CHLORHEXIDINE DIGLUCONATE+CLOVE OIL+THYME OIL+MENTHOL+PROPOLIS EXTRACT+EUCALYPTUS OIL+TEA TREE OIL+HONEY EXTRACT+TOCOPHEROL+MULTI VITAMINS FOR MOUTH REFRESHING,BRAND INTERNATIONAL > Q PHARM COMPANY,REFRESHING MOUTHWASH   TOTAL CART,MOUTH,125.0,menthol,1
TIONERAL MASSAGE CREAM 60 GRAM,تيونيرال ماسساجي 60 جرام,GLUCOSEAMINE+MSM+MENTHOL+TURMERIC+CAMPHOR+KRILL OIL+EUCALYPTUS+METHYLSALICYLATE+ROSEMARY,DREAMS > DIAMOND LABS,MASSAGE CREAM,TOPICAL,35.0,menthol,1
TIVOLI  CREAM GEL 50 GM,تيفولي,MENTHOL CRYSTAL+GREEN TEA EXTRACT+CAMPHOR+METHYL SALICYLATE,SMARTEC > ARCOTEC  EGYPT,MASSAGE CREAM,TOPICAL,120.0,menthol,1
TOPAFLIX MASSAGE GEL 50 GM,توبافليكس ماسساجي,MENTHOL+EUCALYPTUS GLOBULUS LEAF OIL+CINNAMOMUM CAMPHORA OIL+CARBOMER+TRIETHANOLAMIN+EUGENIA CARYOPHYLLUS BUD OIL+TOCOPHEROL+AESCULUS HIPPOCASTANUM SEED EXTRACT+GINKGO BILOBA LEAF EXTRACT+THYMUS VULGARIS LEAF OIL+GLYCERIN+LAVANDULA ANGUSTIFOLIA OIL+CHAMOMILLA RECUTITA FLOWER OIL+DIMETHICONE+PHENOXYETHANOL+PARFUM+AQUA,NILE > KAMMA PHARMA,MASSAGE GEL,TOPICAL,80.0,menthol,1
TOPLAG MASSAGE GEL 50 GM,توبلاج ماسساجي,MENTHOL+GLYCERIN+CAMPHOR+EUCALYPTUS+PROPYLENE GLYCOL,ITALIAN COSMETICS > OBJECTIVE PHARM,MASSAGE GEL,TOPICAL,90.0,menthol,1
TREKA 120 ML MASSAGE SPRAY,تريكا ماسساجي,CAMPHOR   MENTHOL  EUCALYPTUS,HI CARE > SPHINX,MASSAGE SPRAY,UNKNOWN,160.0,menthol,1
TRIAMAIR NASAL SPRAY 30 ML,ترياماير,ALLANTOIN+RETINOL+PROPYLENE GLYCOL+ROSEMARY+VIT. E+GLYCERIN+ALOE VERA EXT+HYALURONIC ACID+PANTHENOL+LEPTOSPERMUM PETERSONII OIL+EUCALYPTUS OIL+MENTHOL+POLYSORBATE 80+BENZALKONIUM CHLORIDE+SEA WATER,EL HELOU (HEALTHY GROUP) > ARCADIA PHARMA,NASAL DECONGESTANT,SPRAY,65.0,menthol,1
TRICOGYN VAGINAL DOUCHE 200 ML,تريكوجين,CETRIMIDE+THYME EXTRACT+MENTHOL CRYSTAL+CHAMOMILE EXTRACT+ALOE VERA EXTRACT+GLYCERIN,HI-CARE > NOVEX,VAGINAL CARE,VAGINAL,70.0,menthol,1
TRINA MASSAGE GEL 100 GM,ترينا ماسساجي,MENTHOL+EUCALYPTUS+METHYL SALICYLATE+LIDOCAINE+CAMPHOR+CLOVE EXT.,EL-HELOU PERFUMES & COSMETICS > BIOCATALYSIS,MASSAGE CREAM,TOPICAL,69.75,menthol,1
TRIVERA HAIR OIL 120 ML,تريفيرا هاير أويل,OLIVE OIL+ALMOND OIL+SOY BEAN OIL+SEASAME OIL+MENTHOL OIL+ERUCA OIL+ALOE VERA EXTRACT+WHEAT GERM OIL,HI-CARE > ELRAZY PHARMACEUTICALS-EGYPT,HAIR CARE,UNKNOWN,55.0,menthol,1
TRIVERA HAIR SHAMPOO 120 ML,تريفيرا هاير,OLIVE OIL+ALMOND OIL+SOY BEAN OIL+SEASAME OIL+MENTHOL OIL+ERUCA OIL+ALOE VERA EXTRACT+WHEAT GERM OIL,HI-CARE > ELRAZY PHARMACEUTICALS-EGYPT,HAIR CARE,TOPICAL,30.0,menthol,1
TRUE CARE 50 ML MOUTH WASH SPRAY,تروي كاري موث واش,CHLOROHEXIDINE DIGLUCONATE+OCTADECENYL AMMONIUM FLUORIDE+MENTHOL CRYSTALS+EUCALYPTUS EX+CHAMOMILE EX+THYMOL,DREAMS AL HABOBA > TRUE CARE PHARMA,MOUTH WASH SPRAY,MOUTH,50.0,menthol,1
TRUJET SCALP LOTION 100 ML,تروجيت سكالب,TRICHOGEN LS 9922+SAW PALMETTO EXTRACT+HYDROLYZED WHEAT PROTEIN+VIT E+FOLIC ACID+CARBAMIDE+CAFFEINE+TOCOPHERYL ACETATE+MENTHOL,EGYPTIAN COMPANY FOR COSMETICS > TEJEDA PHARMA,SCALP LOTION,UNKNOWN,300.0,menthol,1
TRUMIL GEL 50 GM,تروميل,HORSE CHESTNUT+CENTELLA+GLATHERIA OIL+ROSEMARY+EUCALYPTUS+CLOVE OIL+MENTHOL,LEADER COSMETICS > INTERNATIONAL GROUP PHARMA,MASSAGE CREAM,TOPICAL,19.95,menthol,1
TRUST MOVE MASSAGE,تروست موفي ماسساجي,MENTHOL+CAMPHOR+EUCALYPTUS,DREAMS ALHABOBA > MARKETOVA,ANTI INFLAMMATORY & ANALGESIC,TOPICAL,20.0,menthol,1
TRY ME PLUS CREAM 80 MG,تري مي بلوس,CLOVE OIL+MENTHOL CRYSTALS+EUCALYPTUS OIL+PANTHENOL,EL NILE FOR COSMETICS > TRY ME PHARMA FOR PHARMACEUTICAL AND COSMETIC,MASSAGE CREAM,TOPICAL,250.0,menthol,1
TULATAJ GEL 60 GM,تولاتاج,THYME EXT.+CAMPHOR+CLOVE OIL+CANOLA OIL+PEPPERMINT OIL+EUCALYPTUS OIL+VITAMIN(E+C)+APRICOT OIL+MENTHOL,EGYPTIAN COMPANY FOR COSMETICS > BIOHEALTH COMPANY FOR MEDICINES,MASSAGE CREAM,TOPICAL,98.0,menthol,1
UNICOFLEX 50 GM MASSAGE GEL,أونيكوفليكس ماسساجي,EUCALYPTUS+MENTHOL+SALITHYLATE+CAMPHOR+PROPYLENE ETHANOL+PEPPERMINT,DREAMS ALHABOBA > ALPHA OMEGA PHARMA,MASSAGE GEL,TOPICAL,45.0,menthol,1
UNIHALOX SOOTHING 30 ML SPRAY,أونيهالوكس سوثينج,SEA WATER+MENTHOL+VIT E+HYALURONIC ACID,ELLYU LABORATORY > UNITED QUARTED PHARMA,ORAL CARE,MOUTH,90.0,menthol,1
UNIMOVIMIENTO MASSAGES GEL 40GRAM,أونيموفيمينتو ماسساجيس 40جرام,CAMPHOR OIL+MENTHOL CRYSTALS+EUCALYPTUS OIL+CLOVE EXTRACT+,ITALIAN COSMITICS COMPANY > UNITED COMPANY,MASSAGE GEL,TOPICAL,34.0,menthol,1
UNITED SOOTHA NASAL SPRAY 30 ML,أونيتيد سوثا,SEA WATER+WHEAT GERM OIL+VITAMIN E+GLYCERIN+ALOE VERA LEAF EXTRACT+HYALURONIC ACID+PANTHENOL+MENTHOL+EUCALYPTUS OIL,NILE COSMETICS > UNITED CARE PHARMA,NASAL CARE,SPRAY,90.0,menthol,1
UNIVERSAL CREAM 100 GM,أونيفيرسال,GLUCOSAMINE+CHONDROITIN SULPHATE+MSM+EMU OIL+MENTHOL+VITAMIN C+CAMPHOR,HI-CARE > LINKOPHARM,MASSAGE CREAM,TOPICAL,110.0,menthol,1
UNIVERSAL CREAM 50 GM,أونيفيرسال,GLUCOSAMINE+CHONDROITIN SULPHATE+MSM+EMU OIL+MENTHOL+VITAMIN C+CAMPHOR,HI-CARE > LINKOPHARM,MASSAGE CREAM,TOPICAL,75.0,menthol,1
UNIVERSAL MASSAGE GEL 50 GM,أونيفيرسال ماسساجي,GLUCOSAMINE+CHONDROITIN SULPHATE+MSM+EMU OIL+MENTHOL+VITAMIN C+CAMPHOR,HI-CARE > LINKOPHARM,MASSAGE CREAM,TOPICAL,45.0,menthol,1
URGENT MASSAGE CREAM 50 GM,أورجينت ماسساجي,CAPSICUM ANNIUM+CAMPHOR+MENTHOL+METHYL SALICYLATE+EMU OIL,SINA > HEALTH WELL EGYPT,MASSAGE CREAM,TOPICAL,90.0,menthol,1
URGENT MASSAGE CREAM 75 GM,أورجينت ماسساجي,CAPSICUM ANNIUM+CAMPHOR+MENTHOL+METHYL SALICYLATE+EMU OIL,SINA > HEALTH WELL EGYPT,MASSAGE CREAM,TOPICAL,115.0,menthol,1
URGENT PLUS CREAM 50 GM,أورجينت بلوس,GLUCOSAMINE+CHONDROITIN+METHYL SULFONYL METHANE+SODIUM HYALURONATE+CAPSICUM ANNIUM+CAMPHOR+MENTHOL+M,SINA > HEALTH WELL EGYPT,MASSAGE CREAM,TOPICAL,110.0,menthol,1
V-CARE FACIAL CLEANSER,ف-كاري فاسيال كليانسير,TEE TREE+GLYCERIN+MENTHOL+PANTHENOL+TRICLOSAN+SALICYLIC ACID,HI CARE > HEALTH LIFE,FACIAL CLEANSER FOR ACNE,ORAL.SOLID,78.0,menthol,1
V-GUARD CREAM 50 GM,ف-جوارد,CITRIC ACID+THYME OIL+TWEEN 20+GLYCERIN+MENTHOL+ALOE VERA+TEA TREE OIL+CHAMOMILE EXTRACT+TRICLOSAN+M,LEADER COSMETICS > ORIGINAL GROUP,VAGINAL CARE,TOPICAL,26.0,menthol,1
VAGYL POWDER 10 SACHET,فاجيل,BORAX+MENTHOL+SODIUM BICARBONATE+SODIUM CHLORIDE,MUP,VAGINAL WASH,VAGINAL,45.0,menthol,1
VALDERA 100 GM GEL,فالديرا,MENTHOL CRYSTALS - CAMPHOR - EUCALYPTUS - CLOVE OIL - THYME - TEA TREE - GREEN TEA - CINNAMON -PEPPERMINT - PANTHENOL,EGYPTIAN CO. ECC > MEROZA PHARMA,TOPICAL ANALGESIC,TOPICAL,130.0,menthol,1
VALDERA ROLL-ON 60 ML,فالديرا رولل-أون,MENTHOL CRYSTALS+CAMPHOR+EUCALYPTUS+THYME+TEA TREE+GREEN TEA+CINNAMON+CLOVE+PEPPERMINT+PANTHENOL,EGYPTIAN CO. FOR COSMETICS > MEROZA PHARMA,ANALGESIC,TOPICAL,150.0,menthol,1
VALDIMIR MASSAGE CREAM 50 GM,فالديمير ماسساجي,STEARIC ACID+TRIETHANOLAMINE+MENTHOL+METHYL PARABEN+CAMPHOR+EUCALYPTUS OIL,SMARTEC > DOLAVET,MASSAGE CREAM,TOPICAL,58.0,menthol,1
VAMIX VAG.DOUCHE 150 ML,فاميكس فاج,THYME+MENTHOL+CHAMOMILE+TRICLOSAN+PH ADJUSTER,LEADER COSMETICS > ORIGINAL GROUP,VAGINAL CARE,VAGINAL,75.0,menthol,1
VAMIX VAG.DOUCHE 220 ML,فاميكس فاج,THYME+MENTHOL+CHAMOMILE+TRICLOSAN+PH ADJUSTER,LEADER COSMETICS > ORIGINAL GROUP,VAGINAL CARE,VAGINAL,95.0,menthol,1
VAMIX VAG.DOUCHE 500 ML (N/A),فاميكس فاج,THYME+MENTHOL+CHAMOMILE+TRICLOSAN+PH ADJUSTER,LEADER COSMETICS > ORIGINAL GROUP,VAGINAL CARE,VAGINAL,60.0,menthol,1
VAPOX MASSAGE SPRAY 120 ML,فابوكس ماسساجي,WINTERGREEN (SOURCE OF METHYL SALICYLATE)+MENTHOL+CAMPHOR OIL+CLOVE OIL,LEADER COSMETICS & PERFUMES CO. > MARVEL,MASSAGE,SPRAY,130.0,menthol,1
VAPVOLPE  50GM SKIN OINTMENT,فابفولبي سكين,ECULAPTUS GLABULUS OIL -MENTHOL-CAMPHOR OIL-GARLIC OIL-LAVANDULA ASGUSTIFOLIA OIL-THYMOL-VITAMIN E- NUTMEG,NILE COSMETICS > VOLPE CURE,SMOOTHING OINTMENT,TOPICAL,135.0,menthol,1
VAREX GEL 75 GM,فاريكس,CLOVE OIL+MENTHOL+THYME OIL+EUCALYPTUS OIL+PROPYLENE GLYCOL+TRICLOSAN,EGYPTIAN COMPANY FOR COSMETICS > CURA SANATA PHARMACEUTICALS,MASSAGE CREAM,TOPICAL,26.95,menthol,1
VELABACK CREAM 50 GM,فيلاباك,EUCALYPTUS+CAMPHOR+CINNAMON OIL+MENTHOL CRYSTALS,DREAMS EL HABBOBA > BIOACTIVE,MASSAGE CREAM,TOPICAL,55.0,menthol,1
VENOLITE REFRESH LEG EXTENSO (10 CM X 12 CM) 2 SHEETS,فينوليتي ريفريش ليج إكستينسو 2 شيتس,GRAPE (VITIS VINIFERA) LEAF EXTRACT+MENTHOL+EUCALYPTUS OIL+ORANGE OIL+LAVENDER OIL,LABOTTACH CO. > PARKVILLE,.,UNKNOWN,50.0,menthol,1
VEROLEX MOUTH WASH 200ML,فيروليكس موث واش,CHLORHEXIDINE+THYME+HYDROGEN PEROXIDE+CHAMOMILE+CLOVE OIL+MENTHOL+GLYCERIN+SODIUM SACCHARINE,HI-CARE > PIXEL,MOUTH WASH,MOUTH,70.0,menthol,1
VG-NORM VAG.DOUCHE 200ML,فج-نورم فاج,CHLORHEXIDINE+CHAMOMILE+ALOE VERA+THYME+CASEIN+ALUM+MENTHOL+GLYCERIN,HI-CARE > PIXEL,VAGINAL CARE,VAGINAL,23.0,menthol,1
VICTOR CREAM 50 GM,فيكتور,CARBOMER+BEES WAX+CHAMOMILE EXTRACT+MENTHOL CRYSTALS+CAMPHOR+EUCALYPTUS+LAVENDER,LEADER COSMETICS > SONESTA PHARMA,MASSAGE CREAM,TOPICAL,24.5,menthol,1
VIMORA VAGINAL GEL CLEANSER 120 ML,فيمورا كليانسير,HYALURONIC ACID+LACTIC ACID+THYME+VITAMIN E+TEA TREE OIL+ALOE VERA+CITRIC ACID+CHAMOMILE+MENTHOL,HI-CARE > RONY PHARMA,VAGINAL CARE,VAGINAL,60.0,menthol,1
VIMTO MASSAGE GEL 50 GM,فيمتو ماسساجي,CAMPHOR OIL+MENTHOL,MASH PREMIERE,MASSAGE,TOPICAL,50.0,menthol,1
VIRONA VAGINAL CLEANSER 250 ML,فيرونا كليانسير,CUCUMBER EXTRACT+CHAMOMILE EXTRACT+TEA TREE OIL+GLYCERIN+CHLORHEXIDINE+LIQUORICE+TRICLOSAN+MENTHOL,SMARTEC > SANVIX PHARMA,VAGINAL CARE,VAGINAL,46.0,menthol,1
VIVA PULSE SOOTHING GEL 20G,فيفا بولسي سوثينج,L-ARGININE+GINSENG+DAMIANA+YOHIMBINE DARK+ALOE VERA+MENTHOL+MACA ROOT+TRIBULUS TERRESTRIS FRUIT EXTRACT+FENUGREEK+PANTHENOL+C ARBOMER+ALOE BARBDENSIS+LEPIDIUM+MEYENLL ROOT EXTRACT+GLYCERINE,KEMPETRO FOR CHEMICAL INDUSTRIES   PHARMACEUTICALS & COSMETICS > VINA PHARMA FOR PHARMACEUTICAL TRADING-VINA FARMA,TOPICAL GEL,TOPICAL,280.0,menthol,1
VODIAL VAGINAL GEL 120 ML,فوديال,MENTHOL+ALOE VERA+CHAMOMILE EXTRACT+LEXOL 300+GLYCERIN+COCAMIDOPROPYL BETAINE+PEG 7+METHYL PARABEN+F,E.C.C > MEGAMED,VAGINAL CARE,VAGINAL,55.0,menthol,1
VOLVSAG 60 GM MASSAGE GEL,فولفساج ماسساجي,MENTHOL+MENTHA OIL+CHAMPHOR OIL+EUCALYPTUS OIL+THYMUS OIL+PANTHENOL+TRIETHANOLAMINE+DMDM HYDANATION+WATER,SMARTEC > IDOL,MASSAGE GEL,TOPICAL,70.0,menthol,1
VOTA GEL 15 GM,فوتا,VITAMIN E+MENTHOL CRYSTALS+L-ARGININE+METHYL NICOTINATE,AL ESRAA PHARMACEUTICAL OPTIMA,PREMATURE EJACULATION,TOPICAL,38.0,menthol,1
WASH MIX MOUTH SPRAY 60ML,واش ميكس موث,COCAMIDO PROPYL BETAINE+CHLORHEXIDINE GLUCONATE+ETHANOL+SODIUM BENZOATE+CLOVE OIL+CHAMOMILE+MENTHOL+,EGYPTIAN COMPANY FOR COSMETICS > PHARMIX,ORAL CARE,MOUTH,25.0,menthol,1
WE BIO 120 ML LOTION,وي بيو,ZINK OXIDE+OLIVE OIL+ALLANTOIN+CELLULOSE GUM+COMPHOR+MENTHOL+GLYCERIN,ITALIAN COSMETICS > WE PHARMA,SOOTHING LOTION,UNKNOWN,29.0,menthol,1
WE.GEL GEL 25 GM,وي,L-ARGININE+METHYL NICOTINATE+MENTHOL+VITAMINE E,LEADER COSMETICS > TOP Z,PERSONAL LUBRICANT,TOPICAL,55.0,menthol,1
WE.GEL GEL 75 GM,وي,L-ARGININE+METHYL NICOTINATE+MENTHOL+VITAMINE E,LEADER COSMETICS > TOP Z,PERSONAL LUBRICANT,TOPICAL,85.0,menthol,1
WEEDOBON  MASSAGE GEL 60 GM,ويدوبون ماسساجي,MENTHOL CRYSTALS+PEPPERMINT OIL+CAMPHOR OIL CLOVE OIL+EUCALYPTUS OIL+GREEN TEA,ECC > WE ONE PHARMA COMPANY,MASSAGE GEL,TOPICAL,48.0,menthol,1
WELLFEMME INTIMATE FEMININE WASH 100 ML,ويللفيممي إنتيماتي فيمينيني واش,ALLANTOIN+TEA TREE OIL+ALOE VERA EXTRACT+MENTHOL+CHAMOMILE+THYMUS VULGARIS,SMARTEC > WELLNESS PHARMA,VAGINAL CARE,VAGINAL,40.0,menthol,1
WELLFEMME INTIMATE FEMININE WASH 200 ML,ويللفيممي إنتيماتي فيمينيني واش,ALLANTOIN+TEA TREE OIL+ALOE VERA EXTRACT+MENTHOL+CHAMOMILE+THYMUS VULGARIS,SMARTEC > WELLNESS PHARMA,VAGINAL CARE,VAGINAL,75.0,menthol,1
WINTEREST CREAM 50 GM,وينتيريست,METHYL SALICYLATE+MAGNESIUM+MENTHOL+VIT B6+VIT D+ARNICA,DREAMS EL HABBOBA > SPENDIX INC,MUSCLE RELAXANT CREAM,TOPICAL,137.0,menthol,1
WITTY GEL 60 GM,ويتتي,MENTHOL+PEG 400+EUCALYPTUS,EGYPTIAN COMPANY FOR COSMETICS > SP,MASSAGE CREAM,TOPICAL,28.0,menthol,1
WOMANIX FEMININE CLEANSER 150 ML,وومانيكس فيمينيني كليانسير,IRGASAN+THYMOL+MENTHOL+CHAMOMILE EXT+CITRIC ACID+MALLOW EXT+GLYCERIN,COSMOPACK > DAWA PHARMA,VAGINAL WASH,VAGINAL,20.0,menthol,1
WOMENS GUARD INTIMATE FEMININE WASH,وومينس جوارد إنتيماتي فيمينيني واش,SODIUM LAURYL SULFATE+ALLANTOIN+MENTHOL+CHAMOMILLA RECUTITA EXTRACT+MELALEUCA ALTERNIFOLIA LEAF OIL+CITRUS LIMON PEEL OIL+CARBOXYMETHYL HYDROXYETHYLCELLULOSE+POLYSORBATE 80+CETRIMONIUM CHLORIDE+PROPOLIS EXTRACT+ROSMARINUS OFFICINALIS EXTRACT+PROPYLENE GLYCOL+COCAMIDOPROPYL+BETAINE+HEXAMIDINE+TOCOPHERYL ACETATE+PEG40+CASTOR OIL+CHLORHEXIDINE+THYMUS VULGARIS EXTRACT+CITRIC ACID+PERFUME (HERBAL)+,EL NILE FOR COSMETICS > PHARMA DREAM FOR COSMETICS,INTIMATE VAGINAL WASH,VAGINAL,69.0,menthol,1
X-DERM LOTION 60ML,كس-ديرم,GLYCERIN+CAMPHOR+MENTHOL+VITAMIN E+ZINC OXIDE+PROPYLENE GLYCOL+METHYL PARABEN,HI-CARE > FALCON GROUP,SOOTHING TOPICAL,UNKNOWN,29.5,menthol,1
YAGO MOUTH WASH 250 ML,ياجو موث واش,CHLORHEXIDINE+CETRAMIDE+CLOVE OIL+MENTHOL+EUCALYPTOL+SODIUM FLUORIDE,COSMOPACK > IBM PHARMA,ORAL CARE,MOUTH,55.0,menthol,1
YAREF GEL 50 GM,ياريف,GLUCOSAMINE+MSM+MENTHOL+CAMPHOR+EMU OIL,EL-HELOU PERFUMES & COSMETICS > DAWAA PHARMA,MASSAGE CREAM,TOPICAL,34.5,menthol,1
YOGIN 100 GM CREAM,يوجين,STEARIC ACID+TRIETHANOLAMINE+MENTHOL+CAMPHR,ECC > ATLANTIC GROUP,MASSAGE CREAM,TOPICAL,68.0,menthol,1
YORAYAL MASSAGE GEL 30 GM,يورايال ماسساجي,TEE TREE OIL+PEPPERMENT OIL+CLOVE OIL+CAMPHOR+MENTHOL+GLYCERIN,ELNILE COSMATICS > ELSALAM PHARMA,MASSAGE GEL,TOPICAL,24.5,menthol,1
YOSTER GEL   50 GM,يوستير,CAMPHOR OIL+MENTHOL OIL+METHYL SALICYLATE,NILE COSMETICS > 4S PHARMA,MASSAGE GEL,TOPICAL,70.0,menthol,1
YOSYHAIR SHAMPOO 250 ML,يوسيهاير,BIOTIN+NICOTINAMIDE+PANTHENOL+TOCOPHEROL ACETATE+SALICYLIC ACID+MENTHOL,ITALIAN COSMOTIC COMPANY > UNITED COMPANY,HAIR CARE,TOPICAL,65.0,menthol,1
ZADSILLA GARGLE 60 ML,زادسيللا,ALUMINIUM CHLORIDE+CALCIUM HYDROXIDE+MENTHOL,KAHIRA > ZAD,ORAL CARE,UNKNOWN,4.0,menthol,1
ZAFFO MASSAGE GEL 75 GM,زاففو ماسساجي,CAMPHOR OIL+EUCALYPTUS+MENTHOL CRYSTAL,EVITA FOR COSMETICS > MG PHARMA,MASSAGE,TOPICAL,85.0,menthol,1
ZEESHAN 60GM CREAM,زيشان,CAMPHOR OIL+METHYL PARABEN+EUCALYPTUS OIL+MENTHOL CRYSTAL,NILE COSMETICS > P PHARM,MASSAGE CREAM,TOPICAL,59.0,menthol,1
ZELUXIA MASSAG 100GM CREAM,زيلوكسيا ماسساج,METHYL SALICYLATE - CAMPHOR - MENTHOL - EUCALYPTUS - CLOVE - PEPERMINT OIL,ITALIAN COSMOTICS COMPANY > GREEN CURE PHARMA,MASSAGE CREAM,UNKNOWN,120.0,menthol,1
ZENTA CREAM 30 GM,زينتا,CAMPHOR+EUGENOL+MENTHOL,LEADER > PHARMA VISION,ANALGESIC,TOPICAL,18.5,menthol,1
ZENTA CREAM 50 GM,زينتا,CAMPHOR+EUGENOL+MENTHOL,LEADER > PHARMA VISION,ANALGESIC,TOPICAL,35.0,menthol,1
ZIMAS 125 ML MASSAGE SPRAY,زيماس ماسساجي,METHYL SALICYLATE-MENTHOL CRYSTALS - CAMPHOR OIL - EUCALYPTUS - CLOVE OIL-GINGER - CHAMOMILE,ITALIAN COSMOTICS COMPANY > SKILLS CARE PHARMA,MASSAGE SPRAY,UNKNOWN,130.0,menthol,1
ZINTOL TOPICAL LOTION 100 ML,زينتول,ZINC OXIDE+GLYCERIN+VITAMIN E+CALENDULA EXT.+CHAMOMILE+PANTHENOL+MENTHOL+OLIVE OIL+PARAFFIN OIL+STEARIC ACID,HI-CARE > MASTER MED PHARMA,SKIN CARE,UNKNOWN,45.0,menthol,1
ZIRA TOPICAL GEL 20 GM,زيرا,DIPHENHYDRAMINE+MENTHOL+ZINC ACETATE,BORG,ANTIHISTAMINE COMBINED WITH ANTIPRURITICS,TOPICAL,5.75,menthol,1
ZOOVY  SPRAY,زوفي,CLOVE OIL+MENTHOL OIL+CHLORHEXIDINE+CINNAMON OIL+VIT E,ELNIL > HEALING PHARMA,ORAL CARE,UNKNOWN,79.0,menthol,1
NEO-MEDANINE 15MG 50 TAB.,نيو-ميدانيني,METHOXSALEN=AMMOIDIN=XANTHOTOXIN,MEMPHIS,ANTIPSORIATIC,ORAL.SOLID,34.8,methoxsalen,2
NEO-MEDANINE F.R.10MG 50 TAB.,نيو-ميدانيني ف.ر,METHOXSALEN=AMMOIDIN=XANTHOTOXIN,MEMPHIS,ANTIPSORIATIC,ORAL.SOLID,25.8,methoxsalen,2
ULTRA-MEDANINE 0.2% LOCAL PAINT 15 ML,أولترا-ميدانيني 0.2% لوكال باينت,METHOXSALEN=AMMOIDIN=XANTHOTOXIN,MEMPHIS,ANTIPSORIATIC,UNKNOWN,37.0,methoxsalen,2
ULTRA-MEDANINE 10 MG 20 CAPS.,أولترا-ميدانيني,METHOXSALEN=AMMOIDIN=XANTHOTOXIN,MEMPHIS,PSORIASIS,ORAL.SOLID,36.0,methoxsalen,2
MORPHINE SULPHATE 10 MG/ML 6 AMP.,مورفيني سولفاتي /مل,MORPHINE,MISR,ANALGESICS.OPIOID,INJECTION,102.0,morphine,1
MORPHINE SULPHATE 20 MG/ML 6 AMP.,مورفيني سولفاتي /مل,MORPHINE,MISR,ANALGESICS.OPIOID,INJECTION,135.0,morphine,1
MST 30MG 10 CONTINUS TAB.,مست 10 كونتينوس,MORPHINE,MUP > MUNDIPHARMA,ANALGESICS.OPIOID,ORAL.SOLID,77.0,morphine,1
SERPANO VAGINAL WASH 250 ML,سيربانو واش,CHLORHEXIDINE+TEA TREE OIL+CHAMOMILE+THYME EXTRACT+ROSMARINIC ACID+ALLANTOIN+MENTHOL CRYSTALS+GLYCERIN+CITRIC ACID,ELHELW GROUP COMPANY > DOCTORS PHARMA,VAGINAL DOUSH,VAGINAL,55.0,rosmarinic acid,2
TWIT-TEAR ALLERGY EYE DROPS 10 ML,تويت-تيار ألليرجي إيي,HYALURONIC ACID SODIUM SALT+ROSMARINIC ACID+VITAMIN B12,COC FARMACEUTICI > GMG OPHTHALMICS,EYE LUBRICANT & ANTI-ALLERGIC,ORAL.LIQUID,360.0,rosmarinic acid,1
ALPHA HEPADOX 20 CAPS.,ألفا هيبادوكس,GLUTATHIONE+SILYMARIN+VITAMIN(B1+B2+B6+B12+C+E)+METHIONINE+INOSITOL+WHEY PROTEIN,ARAB CAPS > ZOSER PHARMA,LIVER SUPPORT SUPPLEMENT,ORAL.SOLID,60.0,silymarin,1
